PSS:EXT:LOC:LOCNM,PSS:EXT:EXTID,PSS:EXT:LOC:LOCCD,PSS:EXT:EXTNO,PSS:EEXT:MAT:MATID,PSS:PLOT:BARCD,PSS:BARCD,PSS:REPNO,PSS:PLTID,PSS:STRNG,PSS:STROW,PSS:MSEQNO,ABBRC,PSS:EEXT:MAT:HGHNM,PSS:EEXT:MAT:VH:VHNM,PSS:EEXT:MAT:GHTV,PSS:EXT:EXP:EXTID,PSS:DLLFR,PSS:GRLSR,PSS:SRSTR,PSS:ANLBR,PSS:CRSTR,PSS:HELMR,PSS:LFSPR,PSS:STRIP,PSS:STRSR,PSS:EARTR,PSS:HEL1R,PSS:HEL2R,PSS:HEL3R,PSS:FEARN,PSS:FLISP,PSS:VIRUR,PSS:COSTR,PSS:PRMDN,PSS:PRMDP,PSS:EEXT:MAT:VH:VHNO,PSS:STD_N,PSS:BRRNN,PSS:YGSMN,PSS:YGMRN,PSS:rGWTPN,PSS:TWHMN,PSS:BRRNP,PSS:GWTPN,PSS:GMSTP,PSS:YGHMN,PSS:rGMSTP,PSS:TWSMN,PSS:PLTQR,PSS:tGWTPN,PSS:tGMSTP,PSS:ERHTN,PSS:PLHTN,PSS:SLK5N,PSS:POL5D,PSS:SLK5D,PSS:POL5N,PSS:EXT:LOC:GEODV,PSS:EXT:LOC:LONG,PSS:EXT:LOC:LAT,PSS:EXT:EXP:REMRK
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YFA_MM,,UR271681890,2,108,28,24,108,SXC2251TG.0,SXC2251TG.0,SXC2251TG.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SXC2251TG.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YFJ_MM,,UR271681846,3,152,37,9,152,SXD2621ZL.0,SXD2621ZL.0 WTP6741ZL.2/2SHB03,SXD2621ZL.0 WTP6741ZL.2/2SHB03,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,1,,,SXD2621ZL.0,,,,,,,,,,,,,9,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YF4_MM,,UR271682141,1,28,12,24,28,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SX8934ZS.0,,,,,,,,,,,,,1,,,147,280,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFP_MM,,UR271682143,1,26,12,40,26,SXF258WT.0,NS95VIP2,NS95VIP2,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SXF258WT.0,,,,,,,,,,,,,5,,,140,270,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFC_MM,,UR271682145,1,24,11,25,24,SXC2320VIP3,NK503VIP3,NK503VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SXC2320ZS.0,,,,,,,,,,,,,5,,,130,265,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XX5_MM,,UR271682128,1,41,15,1,41,B2801PWU,B2801PWU,B2801PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,B2801PWU,,,,,,,,,,,,,1,,,130,250,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XXK_MM,,UR271682108,2,61,19,1,61,MG580PWU,MG580PWU,MG580PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,MG580PWU,,,,,,,,,,,,,5,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XXV_MM,,UR271682112,1,57,18,32,57,P3858PWU,P3858PWU,P3858PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,P3858PWU,,,,,,,,,,,,,1,,,135,245,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YEV_MM,,UR271682055,2,114,29,25,114,SW8015ZL.0,NS88VIP3,NS88VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SW8015ZL.0,,,,,,,,,,,,,5,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFP_MM,,UR271682086,2,83,23,17,83,SXF258WT.0,NS95VIP2,NS95VIP2,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SXF258WT.0,,,,,,,,,,,,,5,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YGF_MM,,UR271682099,2,70,20,8,70,SZF558ZL.0,NS91VIP3,NS91VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SZF558ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YF4_MM,,UR271682058,2,111,29,1,111,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SX8934ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG7_MM,,UR271682051,3,118,30,24,118,SZ6995ZS.0,NS45VIP3,NS45VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SZ6995ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XWN_MM,,UR271682037,3,132,33,9,132,P3898,P3898,P3898,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,P3898,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112897_MM,,UR271682502,1,9,8,16,9,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SX8934ZS.0,55,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112XXS_MM,,UR271682475,1,36,14,40,36,P3707VYH,P3707VYH,P3707VYH,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,P3707VYH PI,65,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112XXC_MM,,UR271682456,1,55,17,33,55,FS512PWU,FS512PWU,FS512PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,FS512PWU,66,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112XXK_MM,,UR271682436,2,75,21,33,75,MG580PWU,MG580PWU,MG580PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,MG580PWU,,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YEV_MM,,UR271682409,2,102,27,9,102,SW8015ZL.0,NS88VIP3,NS88VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SW8015ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112XXA_MM,,UR271682400,2,111,29,1,111,DKB390PRO4,DKB390PRO4,DKB390PRO4,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,DKB390PRO4,,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112XWZ_MM,,UR271682403,2,108,28,24,108,AS1868PRO3,AS1868PRO3,AS1868PRO3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,AS1868PRO3,,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFP_MM,,UR271682700,3,153,41,1,153,SXF258WT.0,NS95VIP2,NS95VIP2,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SXF258WT.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFC_MM,,UR271682689,3,164,43,25,164,SXC2320VIP3,NK503VIP3,NK503VIP3,,22WNBPEYG6J1,,,,,,6,,,,,,,,,,,,,,SXC2320ZS.0,,,,,,,,,,,,,5,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YEK_MM,,UR271682712,3,141,38,32,141,SZE5130,SZE5130,SZE5130,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SZE5130,,,,,,,,,,,,,5,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFM_MM,,UR271686571,1,4,80,25,4,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YEK_MM,,UR271686551,1,24,84,25,24,SZE5130,SZE5130,SZE5130,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SZE5130,,,,,,,,,,,,,9,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YF4_MM,,UR271686552,1,23,84,17,23,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SX8934ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFG_MM,,UR271686518,2,57,93,32,461,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YEK_MM,,UR271686495,3,80,99,8,356,SZE5130,SZE5130,SZE5130,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SZE5130,,,,,,,,,,,,,9,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YEK_MM,,UR271686474,3,101,104,1,331,SZE5130,SZE5130,SZE5130,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SZE5130,,,,,,,,,,,,,9,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG8Z2BT13,BT13,8Z2,21ALL112XU1_MM,,UR271561731,2,20,6,8,20,SYA7560ZS.0,SYA7560ZS.0,SYA7560ZS.0,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,3,,,SYA7560ZS.0,49,,,,,,,,,,,,1,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT09 Silvanopolis,22WNBPEYG8Z2BT09,BT09,8Z2,21ALL112XTZ_MM,,UR271561814,2,17,6,32,17,SYC7209ZS.0,SYC7209ZS.0,SYC7209ZS.0,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,3,,,SYC7209ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YFC_MM,,UR271682361,3,150,36,8,150,SXC2320VIP3,NK503VIP3,NK503VIP3,,22WNBPEYG6J1,,,,,,2,,,,,,,,,,,3,,,SXC2320ZS.0,,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112XXM_MM,,UR271682374,3,137,34,32,137,MG652PWU,MG652PWU,MG652PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,MG652PWU,,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XXH_MM,,UR271682789,2,64,18,8,64,30A37PWU,30A37PWU,30A37PWU,,22WNBPEYG6J1,,,,,,4,,,,,,,,,,,,,,30A37PWU,,,,,,,,,,,,,9,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG2_MM,,UR271682763,2,90,25,9,90,SYC7441ZL.0,SYC7441ZL.0,SYC7441ZL.0,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SYC7441ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YEK_MM,,UR271686480,3,95,102,33,345,SZE5130,SZE5130,SZE5130,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SZE5130,,,,,,,,,,,,,9,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFG_MM,,UR271686492,3,83,100,17,353,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YEV_MM,,UR271686488,3,87,101,32,349,SW8015ZL.0,NS88VIP3,NS88VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SW8015ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT07 Balsas llI,22WNBPEYG8Z2BT07,BT07,8Z2,21ALL112XU3_MM,,UR271561926,1,5,3,33,5,SXC1510ZS.0,SXC1510ZS.0 B7T7T812ZS.4\8XHB78,SXC1510ZS.0 B7T7T812ZS.4\8XHB78,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,3,,,SXC1510ZS.0,,,,,,,,,,,,,1,,,145,245,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG8Z2BT07,BT07,8Z2,21ALL112XU3_MM,,UR271561916,2,15,5,33,15,SXC1510ZS.0,SXC1510ZS.0 B7T7T812ZS.4\8XHB78,SXC1510ZS.0 B7T7T812ZS.4\8XHB78,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,3,,,SXC1510ZS.0,,,,,,,,,,,,,1,,,160,265,,,,,10,-45.27143,-6.85224,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG8Z2BT04,BT04,8Z2,21ALL112XTZ_MM,,UR271561952,2,19,61,37,19,SYC7209ZS.0,SYC7209ZS.0,SYC7209ZS.0,,22WNBPEYG8Z2,,,,,,3,,,,,,,,,,,,,,SYC7209ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG8Z2BT04,BT04,8Z2,21ALL112XTZ_MM,,UR271561969,1,2,44,44,2,SYC7209ZS.0,SYC7209ZS.0,SYC7209ZS.0,,22WNBPEYG8Z2,,,,,,3,,,,,,,,,,,,,,SYC7209ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG8Z2BT04,BT04,8Z2,21ALL112XU6_MM,,UR271561963,1,8,50,44,8,SZ7634ZS.0,SZ7634ZS.0,SZ7634ZS.0,,22WNBPEYG8Z2,,,,,,4,,,,,,,,,,,,,,SZ7634ZS.0 SYN,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YFV_MM,,UR271681987,1,11,9,1,11,SYC7131ZL.0,SYC7131ZL.0,SYC7131ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SYC7131ZL.0,,,,,,,,,,,,,9,,,,,,4/13/2022,4/10/2022,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YG9_MM,,UR271681985,1,13,9,17,13,SZD5031ZL.0,SZD5031ZL.0,SZD5031ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SZD5031ZL.0,,,,,,,,,,,,,1,,,,,,4/15/2022,4/16/2022,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112XWV_MM,,UR271681964,1,34,13,25,34,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,4/11/2022,4/10/2022,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112XXA_MM,,UR271681942,1,56,18,40,56,DKB390PRO4,DKB390PRO4,DKB390PRO4,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,DKB390PRO4,,,,,,,,,,,,,1,,,,,,4/12/2022,4/14/2022,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YEN_MM,,UR271681948,1,50,16,8,50,SYN7205ZS.0,STATUSVIP3,STATUSVIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,NB7205ZS.0,,,,,,,,,,,,,1,,,,,,4/10/2022,4/10/2022,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112XXM_MM,,UR271681944,1,54,17,25,54,MG652PWU,MG652PWU,MG652PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,MG652PWU,,,,,,,,,,,,,1,,,,,,4/13/2022,4/16/2022,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YEY_MM,,UR271681918,2,80,22,8,80,SX7005ZS.0,NK505VIP3,NK505VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SX7005ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YEK_MM,,UR271681924,2,74,21,25,74,SZE5130,SZE5130,SZE5130,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,1,,,SZE5130,,,,,,,,,,,,,9,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112XWN_MM,,UR271681919,2,79,22,16,79,P3898,P3898,P3898,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,,,P3898,,,,,,,,,,,,,9,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112XWZ_MM,,UR271681940,2,58,18,24,58,AS1868PRO3,AS1868PRO3,AS1868PRO3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,AS1868PRO3,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YGE_MM,,UR271681894,2,104,27,25,104,SZF558WT.0,NS91VIP2,NS91VIP2,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,1,,,SZF558WT.0,,,,,,,,,,,,,9,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112XXC_MM,,UR271681896,2,102,27,9,102,FS512PWU,FS512PWU,FS512PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,FS512PWU,,,,,,,,,,,,,5,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YF4_MM,,UR271681844,3,154,37,25,154,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SX8934ZS.0,,,,,,,,,,,,,5,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YFU_MM,,UR271681831,3,167,40,32,167,SYB7381ZL.0,SYB7381ZL.0,SYB7381ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SYB7381ZL.0,,,,,,,,,,,,,5,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112XXS_MM,,UR271681873,3,125,31,33,125,P3707VYH,P3707VYH,P3707VYH,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,1,,,P3707VYH PI,,,,,,,,,,,,,9,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFA_MM,,UR271682167,1,2,7,9,2,SXC2251TG.0,SXC2251TG.0,SXC2251TG.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SXC2251TG.0,,,,,,,,,,,,,5,,,145,262,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFU_MM,,UR271682125,1,44,15,25,44,SYB7381ZL.0,SYB7381ZL.0,SYB7381ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SYB7381ZL.0,,,,,,,,,,,,,1,,,125,250,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YGE_MM,,UR271682124,1,45,15,33,45,SZF558WT.0,NS91VIP2,NS91VIP2,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SZF558WT.0,,,,,,,,,,,,,5,,,130,260,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XWN_MM,,UR271682132,1,37,14,32,37,P3898,P3898,P3898,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,P3898,,,,,,,,,,,,,5,,,120,260,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YF4_MM,,UR271682138,1,31,13,1,31,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SX8934ZS.0,,,,,,,,,,,,,1,,,125,260,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFH_MM,,UR271682123,1,46,16,40,46,SXD228ZS.0,NK520VIP3,NK520VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SXD228ZS.0,,,,,,,,,,,,,5,,,130,280,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG6_MM,,UR271682121,1,48,16,24,48,SYN8A98ZS.0,FEROZVIP3,FEROZVIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SYN8A98ZS.0,,,,,,,,,,,,,1,,,130,260,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFV_MM,,UR271682065,2,104,27,25,104,SYC7131ZL.0,SYC7131ZL.0,SYC7131ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SYC7131ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG1_MM,,UR271682083,2,86,24,40,86,SYC7351ZL.0,SYC7351ZL.0,SYC7351ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SYC7351ZL.0,,,,,,,,,,,,,5,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YEP_MM,,UR271682053,3,116,30,40,116,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SX6665ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XXK_MM,,UR271682048,3,121,31,1,121,MG580PWU,MG580PWU,MG580PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,MG580PWU,,,,,,,,,,,,,5,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112897_MM,,UR271682050,3,119,30,16,119,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SX8934ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG5_MM,,UR271682001,3,168,40,24,168,SYE9059ZS.0,NK525VIP3,NK525VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SYE9059ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YFX_MM,,UR271682492,1,19,10,16,19,SYC7161ZL.0,SYC7161ZL.0,SYC7161ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SYC7161ZL.0,55,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YF3_MM,,UR271682479,1,32,13,9,32,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SX8394ZS.0,55,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YFU_MM,,UR271682467,1,44,15,25,44,SYB7381ZL.0,SYB7381ZL.0,SYB7381ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SYB7381ZL.0,70,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
