PSS:EXT:LOC:LOCNM,PSS:EXT:EXTID,PSS:EXT:LOC:LOCCD,PSS:EXT:EXTNO,PSS:EEXT:MAT:MATID,PSS:PLOT:BARCD,PSS:BARCD,PSS:REPNO,PSS:PLTID,PSS:STRNG,PSS:STROW,PSS:MSEQNO,ABBRC,PSS:EEXT:MAT:HGHNM,PSS:EEXT:MAT:VH:VHNM,PSS:EEXT:MAT:GHTV,PSS:EXT:EXP:EXTID,PSS:DLLFR,PSS:GRLSR,PSS:SRSTR,PSS:ANLBR,PSS:CRSTR,PSS:HELMR,PSS:LFSPR,PSS:STRIP,PSS:STRSR,PSS:EARTR,PSS:HEL1R,PSS:HEL2R,PSS:HEL3R,PSS:FEARN,PSS:FLISP,PSS:VIRUR,PSS:COSTR,PSS:PRMDN,PSS:PRMDP,PSS:EEXT:MAT:VH:VHNO,PSS:STD_N,PSS:BRRNN,PSS:YGSMN,PSS:YGMRN,PSS:rGWTPN,PSS:TWHMN,PSS:BRRNP,PSS:GWTPN,PSS:GMSTP,PSS:YGHMN,PSS:rGMSTP,PSS:TWSMN,PSS:PLTQR,PSS:tGWTPN,PSS:tGMSTP,PSS:ERHTN,PSS:PLHTN,PSS:SLK5N,PSS:POL5D,PSS:SLK5D,PSS:POL5N,PSS:EXT:LOC:GEODV,PSS:EXT:LOC:LONG,PSS:EXT:LOC:LAT,PSS:EXT:EXP:REMRK
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YF4_MM,,UR271682765,2,88,24,8,88,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SX8934ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YF4_MM,,UR271682764,2,89,25,1,89,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SX8934ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YEV_MM,,UR271682778,2,75,21,17,75,SW8015ZL.0,NS88VIP3,NS88VIP3,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SW8015ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFG_MM,,UR271686484,3,91,102,1,341,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YF4_MM,,UR271681922,2,76,22,40,76,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,5,,,SX8934ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YG5_MM,,UR271681839,3,159,38,16,159,SYE9059ZS.0,NK525VIP3,NK525VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SYE9059ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XX1_MM,,UR271682721,3,132,35,25,132,B2401PWU,B2401PWU,B2401PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,,,B2401PWU,,,,,,,,,,,,,9,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YGC_MM,,UR271682155,1,14,9,25,14,SZE6111ZL.0,SZE6111ZL.0,SZE6111ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SZE6111ZL.0 SYN,,,,,,,,,,,,,1,,,155,265,,,,,10,-45.27143,-6.85224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YGC_MM,,UR271681917,2,81,23,1,81,SZE6111ZL.0,SZE6111ZL.0,SZE6111ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SZE6111ZL.0 SYN,,,,,,,,,,,,,9,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT14 Ap. do Rio Negro ll,22WNBPEYG6J1BT14,BT14,6J1,21ALL112YEU_MM,,UR271681676,3,151,37,1,151,NS90PRO2,NS90PRO2,NS90PRO2,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,,,NS90PRO2,,,,,,,,,,,,,9,,,,,,,,,10,-48.15128,-10.01226,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XX5_MM,,UR271682812,1,41,13,1,41,B2801PWU,B2801PWU,B2801PWU,,22WNBPEYG6J1,,,,,,5,,,,,,,,,,,,,,B2801PWU,,,,,,,,,,,,,5,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT07 Balsas llI,22WNBPEYG8Z2BT07,BT07,8Z2,21ALL112XU5_MM,,UR271561924,1,7,4,32,7,SXD2350ZS.0,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,SXD2350ZS.0 B6T7T943ZS.2\LOYFB356,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,3,,,SXD2350ZS.0,,,,,,,,,,,,,5,,,125,270,,,,,10,-45.27143,-6.85224,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFT_MM,,UR271682694,3,159,42,16,159,SYB7361ZL.0,SYB7361ZL.0,SYB7361ZL.0,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SYB7361ZL.0,,,,,,,,,,,,,5,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFJ_MM,,UR271682078,2,91,25,1,91,SXD2621ZL.0,SXD2621ZL.0 WTP6741ZL.2/2SHB03,SXD2621ZL.0 WTP6741ZL.2/2SHB03,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SXD2621ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFG_MM,,UR271686521,2,54,92,25,456,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,5,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112897_MM,,UR271682790,2,63,18,16,63,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SX8934ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YGH_MM,,UR271681986,1,12,9,9,12,SZF6101ZL.0,SZF6101ZL.0,SZF6101ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SZF6101ZL.0,,,,,,,,,,,,,5,,,,,,4/18/2022,4/18/2022,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YGF_MM,,UR271681904,2,94,25,25,94,SZF558ZL.0,NS91VIP3,NS91VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SZF558ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YEP_MM,,UR271681876,3,122,31,9,122,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SX6665ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YG2_MM,,UR271681853,3,145,35,33,145,SYC7441ZL.0,SYC7441ZL.0,SYC7441ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SYC7441ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFL_MM,,UR271682166,1,3,7,17,3,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SXD3239ZL.0,,,,,,,,,,,,,5,,,125,260,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YGC_MM,,UR271682017,3,152,37,9,152,SZE6111ZL.0,SZE6111ZL.0,SZE6111ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SZE6111ZL.0 SYN,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YEY_MM,,UR271682481,1,30,12,8,30,SX7005ZS.0,NK505VIP3,NK505VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SX7005ZS.0,53,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112XXN_MM,,UR271682401,2,110,28,8,110,MG711PWU,MG711PWU,MG711PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,MG711PWU,,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YGA_MM,,UR271682751,2,102,28,24,102,SZD5211ZL.0,SZD5211ZL.0,SZD5211ZL.0,,22WNBPEYG6J1,,,,,,4,,,,,,,,,,,,,,SZD5211ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XXV_MM,,UR271682744,2,109,30,32,109,P3858PWU,P3858PWU,P3858PWU,,22WNBPEYG6J1,,,,,,4,,,,,,,,,,,,,,P3858PWU,,,,,,,,,,,,,5,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XXS_MM,,UR271682699,3,154,41,9,154,P3707VYH,P3707VYH,P3707VYH,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,P3707VYH PI,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG6_MM,,UR271682726,3,127,34,16,127,SYN8A98ZS.0,FEROZVIP3,FEROZVIP3,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SYN8A98ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YGF_MM,,UR271686566,1,9,81,16,9,SZF558ZL.0,NS91VIP3,NS91VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SZF558ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YGF_MM,,UR271686548,1,27,85,32,27,SZF558ZL.0,NS91VIP3,NS91VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SZF558ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YG4_MM,,UR271686510,2,65,94,33,467,SYC7510ZS.0,NK506VIP3,NK506VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SYC7510ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YG4_MM,,UR271686473,3,102,104,9,332,SYC7510ZS.0,NK506VIP3,NK506VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SYC7510ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YF4_MM,,UR271686532,2,43,90,17,445,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SX8934ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFM_MM,,UR271686502,3,73,98,17,363,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XXC_MM,,UR271682007,3,162,39,9,162,FS512PWU,FS512PWU,FS512PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,FS512PWU,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YF4_MM,,UR271682359,3,152,37,9,152,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SX8934ZS.0,,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG8_MM,,UR271682843,1,10,5,9,10,SZC4141ZL.0,SZC4141ZL.0,SZC4141ZL.0,,22WNBPEYG6J1,,,,,,5,,,,,,,,,,,,,,SZC4141ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YFL_MM,,UR271681995,1,3,7,17,3,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SXD3239ZL.0,,,,,,,,,,,,,1,,,,,,4/10/2022,4/13/2022,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112XX1_MM,,UR271681990,1,8,8,24,8,B2401PWU,B2401PWU,B2401PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,B2401PWU,,,,,,,,,,,,,1,,,,,,4/10/2022,4/12/2022,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YGF_MM,,UR271681951,1,47,16,32,47,SZF558ZL.0,NS91VIP3,NS91VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SZF558ZL.0,,,,,,,,,,,,,1,,,,,,4/16/2022,4/16/2022,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112XXV_MM,,UR271681941,1,57,18,32,57,P3858PWU,P3858PWU,P3858PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,P3858PWU,,,,,,,,,,,,,1,,,,,,4/10/2022,4/13/2022,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YG8_MM,,UR271681935,2,63,19,17,63,SZC4141ZL.0,SZC4141ZL.0,SZC4141ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SZC4141ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YFC_MM,,UR271681923,2,75,21,33,75,SXC2320VIP3,NK503VIP3,NK503VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SXC2320ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112XXP_MM,,UR271681939,2,59,18,16,59,P30F53VYHR,P30F53VYHR,P30F53VYHR,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,5,,,P30F53VYHR PI,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YF4_MM,,UR271681864,3,134,33,25,134,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SX8934ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112XX5_MM,,UR271681870,3,128,32,24,128,B2801PWU,B2801PWU,B2801PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,5,,,B2801PWU,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112XWV_MM,,UR271681847,3,151,37,1,151,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112XXA_MM,,UR271681829,3,169,40,16,169,DKB390PRO4,DKB390PRO4,DKB390PRO4,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,DKB390PRO4,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112XXV_MM,,UR271681830,3,168,40,24,168,P3858PWU,P3858PWU,P3858PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,P3858PWU,,,,,,,,,,,,,5,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG2_MM,,UR271682153,1,16,10,40,16,SYC7441ZL.0,SYC7441ZL.0,SYC7441ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SYC7441ZL.0,,,,,,,,,,,,,5,,,125,255,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG4_MM,,UR271682147,1,22,11,9,22,SYC7510ZS.0,NK506VIP3,NK506VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SYC7510ZS.0,,,,,,,,,,,,,1,,,140,270,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XXA_MM,,UR271682127,1,42,15,9,42,DKB390PRO4,DKB390PRO4,DKB390PRO4,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,DKB390PRO4,,,,,,,,,,,,,5,,,155,245,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG7_MM,,UR271682107,2,62,19,9,62,SZ6995ZS.0,NS45VIP3,NS45VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SZ6995ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YGC_MM,,UR271682082,2,87,24,32,87,SZE6111ZL.0,SZE6111ZL.0,SZE6111ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SZE6111ZL.0 SYN,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFP_MM,,UR271682042,3,127,32,32,127,SXF258WT.0,NS95VIP2,NS95VIP2,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SXF258WT.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG4_MM,,UR271682022,3,147,36,32,147,SYC7510ZS.0,NK506VIP3,NK506VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SYC7510ZS.0,,,,,,,,,,,,,5,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YGA_MM,,UR271682005,3,164,39,25,164,SZD5211ZL.0,SZD5211ZL.0,SZD5211ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SZD5211ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG6_MM,,UR271682012,3,157,38,32,157,SYN8A98ZS.0,FEROZVIP3,FEROZVIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SYN8A98ZS.0,,,,,,,,,,,,,5,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XWV_MM,,UR271682015,3,154,37,25,154,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,AS1820PRO3,,,,,,,,,,,,,5,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YEP_MM,,UR271682507,1,4,7,25,4,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG6J1,,,,,,2,,,,,,,,,,,4,,,SX6665ZS.0,72,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YFP_MM,,UR271682485,1,26,12,40,26,SXF258WT.0,NS95VIP2,NS95VIP2,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SXF258WT.0,64,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YG6_MM,,UR271682463,1,48,16,24,48,SYN8A98ZS.0,FEROZVIP3,FEROZVIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SYN8A98ZS.0,68,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YEN_MM,,UR271682461,1,50,16,8,50,SYN7205ZS.0,STATUSVIP3,STATUSVIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,NB7205ZS.0,52,,,,,,,,,,,,1,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YGB_MM,,UR271682428,2,83,23,17,83,SZE6111TG.0,SZE6111TG.0,SZE6111TG.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SZE6111TG.0,,,,,,,,,,,,,1,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFB_MM,,UR271682720,3,133,36,32,133,SXC2251ZL.0,SXC2251ZL.0,SXC2251ZL.0,,22WNBPEYG6J1,,,,,,4,,,,,,,,,,,,,,SXC2251ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YF4_MM,,UR271682703,3,150,40,24,150,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SX8934ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XXU_MM,,UR271682693,3,160,42,8,160,P3845VYHR,P3845VYHR,P3845VYHR,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,P3845VYHR,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XXN_MM,,UR271682706,3,147,39,17,147,MG711PWU,MG711PWU,MG711PWU,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,MG711PWU,,,,,,,,,,,,,5,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YGF_MM,,UR271686505,2,70,95,8,468,SZF558ZL.0,NS91VIP3,NS91VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SZF558ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFM_MM,,UR271686508,2,67,95,32,471,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YGF_MM,,UR271686529,2,46,91,40,452,SZF558ZL.0,NS91VIP3,NS91VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SZF558ZL.0,,,,,,,,,,,,,5,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG8Z2BT13,BT13,8Z2,21ALL112XU3_MM,,UR271561746,1,5,3,33,5,SXC1510ZS.0,SXC1510ZS.0 B7T7T812ZS.4\8XHB78,SXC1510ZS.0 B7T7T812ZS.4\8XHB78,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,3,,,SXC1510ZS.0,64,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT09 Silvanopolis,22WNBPEYG8Z2BT09,BT09,8Z2,21ALL112XTZ_MM,,UR271561829,1,2,3,9,2,SYC7209ZS.0,SYC7209ZS.0,SYC7209ZS.0,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,3,,,SYC7209ZS.0,,,,,,,,,,,,,1,,,,,,4/15/2022,4/16/2022,,10,-48.55606,-10.24224,
