#,PSS:EXT:LOC:LOCNM,PSS:EXT:EXTID,PSS:EXT:LOC:LOCCD,PSS:EXT:EXTNO,PSS:EEXT:MAT:MATID,PSS:PLOT:BARCD,PSS:BARCD,PSS:REPNO,PSS:PLTID,PSS:STRNG,PSS:STROW,PSS:MSEQNO,PSS:EEXT:MAT:ABBRC,PSS:EEXT:MAT:HGHNM,PSS:EEXT:MAT:VH:VHNM,PSS:EEXT:MAT:GHTV,PSS:EXT:EXP:EXTID,PSS:DLLFR,PSS:SCLBR,PSS:GRLSR,PSS:SRSTR,PSS:ANLBR,PSS:CRSTR,PSS:HELMR,PSS:LFSPR,PSS:STRIP,PSS:STRSR,PSS:EARTR,PSS:HEL1R,PSS:HEL2R,PSS:HEL3R,PSS:FEARN,PSS:FLISP,PSS:VIRUR,PSS:COSTR,PSS:PRMDN,PSS:PRMDP,PSS:EEXT:MAT:VH:VHNO,PSS:STD_N,PSS:BRRNN,PSS:YGSMN,PSS:YGMRN,PSS:rGWTPN,PSS:TWHMN,PSS:BRRNP,PSS:GWTPN,PSS:GMSTP,PSS:YGHMN,PSS:rGMSTP,PSS:TWSMN,PSS:PLTQR,PSS:tGWTPN,PSS:tGMSTP,PSS:ERHTN,PSS:PLHTN,PSS:SLK5N,PSS:POL5D,PSS:SLK5D,PSS:POL5N,PSS:EXT:LOC:GEODV,PSS:EXT:LOC:LONG,PSS:EXT:LOC:LAT,PSS:EXT:EXP:REMRK
,BRTR BC08 Toledo-PR,22WNACYGO4EBC08,BC08,O4E,22AC654094,,UR272454870,1,1002,20,613,2,2DEB35/LOTTE216ZL.0;LOTTE216ZL.1;LOTTE216ZL.4,AC22003966,,,22WNACYGO4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,240,,4/12/2022,4/13/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,21AC100873,,UR272424886,1,1002,12,445,2,ACYFA187/B6T7T943ZS.2,AC21002174,,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,110,235,,4/8/2022,4/7/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,22AC651700,,UR272436188,1,1002,47,636,2,LOTTC530WG.0/ACFXB447,AC22001700,,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,110,210,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4CBC08,BC08,M4C,21ALL112YFL_MM,,UR272450810,1,1002,2,413,2,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNACYGM4C,,,,,,,,,,,,,,,,,,,,,SXD3239ZL.0,,,,,,,,,,,,,1,,,110,225,,4/7/2022,4/6/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4ABC08,BC08,X4A,21AC100830,,UR272443890,1,1002,30,629,2,MTTTC688ZL.0/WYFC372,AC21002075,,,22WNACYGX4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,105,225,,4/7/2022,4/7/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4CBC08,BC08,O4C,22AC650061,,UR272435618,1,1002,42,597,2,LOTTE116ZL.1;LOTTE116ZL.2;LOTTE116ZL.3/1XHB39,AC22000061,,,22WNACYGO4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,225,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC07 Vera C. Oeste - PR,22WNBPEYG6L1BC07,BC07,6L1,21ALL112XXK_MM,,UR271091920,1,1002,2,9,38,MG580PWU,MG580PWU,MG580PWU,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,4.0000,,,MG580PWU,59,,,,,,,,,,,,1,,,,,,,,,12,-53.97696000,-25.14626000,
,BRTR BC08 Toledo-PR,22WNACYG501BC08,BC08,501,21ALL112XX7_MM,,UR271228956,1,1002,21,5,2,DKB265PRO3,DKB265PRO3,DKB265PRO3,,22WNACYG501,,,,,,,,,,,,,,,,,,,,,DKB265PRO3,53,,,,,,,,,,,,1,,,110,215,,4/5/2022,4/5/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4CBC08,BC08,X4C,21AC101197,,UR272431598,1,1002,2,381,2,B6T7T943ZS.2/LOYFD990,AC21002498,,,22WNACYGX4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,105,225,,4/8/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYG501BC08,BC08,501,21ALL112XXQ_MM,,UR271228955,1,1003,21,9,3,P3282VYH,P3282VYH,P3282VYH,,22WNACYG501,,,,,,,,,,,,,,,,,,,,,P3282VYH,60,,,,,,,,,,,,1,,,115,210,,4/6/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4GBC08,BC08,O4G,21UB059777,,UR272451113,1,1003,2,577,3,WTP6741ZL.2/UBYYE349,SZF6212ZL.0,SZF6212ZL.0,,22WNACYGO4G,,,,,,,,,,,,,,,,,,,,,SZF6212ZL.0,,,,,,,,,,,,,1,,,130,240,,4/13/2022,4/14/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4CBC08,BC08,M4C,21ALL112YEX_MM,,UR272450809,1,1003,2,417,3,SX6003ZS.0,NK422VIP3,NK422VIP3,,22WNACYGM4C,,,,,,,,,,,,,,,,,,,,,SX6003ZS.0,,,,,,,,,,,,,5,,,105,230,,4/10/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,21ALL112XX7_MM,,UR272424885,1,1003,12,449,3,DKB265PRO3,DKB265PRO3,DKB265PRO3,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,DKB265PRO3,,,,,,,,,,,,,5,,,90,195,,4/5/2022,4/5/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4ABC08,BC08,M4A,22AC650501,,UR272457327,1,1003,29,480,3,ACFYC510/1ZRB84ZS.0,AC22000501,,,22WNACYGM4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,245,,4/9/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4CBC08,BC08,X4C,21ALL112YFM_MM,,UR272431597,1,1003,2,385,3,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNACYGX4C,,,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,,,,,,,,,,,,,1,,,110,230,,4/8/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNBPEYG6L1BC08,BC08,6L1,21ALL112XXQ_MM,,UR271090542,1,1003,2,17,3,P3282VYH,P3282VYH,P3282VYH,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,3.0000,,,P3282VYH,61,,,,,,,,,,,,1,,,120,225,57,4/9/2022,4/8/2022,58,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4EBC08,BC08,O4E,22AC654102,,UR272454869,1,1003,20,617,3,2DEB35/WTTC732ZL.0;WTTC732ZL.1;WTTC732ZL.3,AC22003974,,,22WNACYGO4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,145,240,,4/12/2022,4/13/2022,,12,-53.78812800,-24.66647000,
,BRTR BC07 Vera C. Oeste - PR,22WNBPEYG6L1BC07,BC07,6L1,21ALL112XXQ_MM,,UR271091919,1,1003,2,17,39,P3282VYH,P3282VYH,P3282VYH,,22WNBPEYG6L1,,,,,,,3,,,,,,,,,,,3.0000,,,P3282VYH,57,,,,,,,,,,,,1,,,,,,,,,12,-53.97696000,-25.14626000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,21ALL112YFG_MM,,UR272436187,1,1003,47,632,3,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,1,,,120,230,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4HBC08,BC08,M4H,21ALL112XX6_MM,,UR272448539,1,1003,40,537,3,DKB255PRO3,DKB255PRO3,DKB255PRO3,,22WNACYGM4H,,,,,,,,,,,,,,,,,,,,,DKB255PRO3,,,,,,,,,,,,,1,,,105,220,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4ABC08,BC08,O4A,21ALL112XX7_MM,,UR272448885,1,1003,20,593,3,DKB265PRO3,DKB265PRO3,DKB265PRO3,,22WNACYGO4A,,,,,,,,,,,,,,,,,,,,,DKB265PRO3,,,,,,,,,,,,,1,,,90,210,,4/6/2022,4/6/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4ABC08,BC08,X4A,22AC653780,,UR272443889,1,1003,30,633,3,PEYYC439/WTP6741ZL.2,AC22003780,,,22WNACYGX4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,125,225,,4/14/2022,4/14/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4CBC08,BC08,O4C,22AC651317,,UR272435617,1,1003,42,601,3,ACTTC261/8XHB78,AC22001317,,,22WNACYGO4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,135,235,,4/11/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4DBC08,BC08,M4D,22AC651318,,UR272420867,1,1003,2,537,3,ACTTC478ZS.0/8XHB78,AC22001318,,,22WNACYGM4D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,95,200,,4/8/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4FBC08,BC08,M4F,22AC652314,,UR272445623,1,1003,14,553,3,LOTTE136ZL.0;LOTTE136ZL.1;LOTTE136ZL.2/ACYFB848,AC22002314,,,22WNACYGM4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,260,,4/9/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4EBC08,BC08,M4E,22AC653998,,UR272457103,1,1003,2,449,3,B6T7T943ZS.2/ACFF9150,AC22002297,,,22WNACYGM4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,230,,4/6/2022,4/7/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4EBC08,BC08,O4E,21ALL112YEX_MM,,UR272454868,1,1004,20,621,4,SX6003ZS.0,NK422VIP3,NK422VIP3,,22WNACYGO4E,,,,,,,,,,,,,,,,,,,,,SX6003ZS.0,,,,,,,,,,,,,1,,,120,225,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNBPEYG6L1BC08,BC08,6L1,21ALL112YFL_MM,,UR271090541,1,1004,2,25,4,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,3.0000,,,SXD3239ZL.0,56,,,,,,,,,,,,1,,,120,245,57,4/8/2022,4/8/2022,57,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4EBC08,BC08,M4E,22AC654066,,UR272457102,1,1004,2,453,4,8AHB79ZS.0/ACTJD629,AC22003938,,,22WNACYGM4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,100,210,,4/11/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,21AC101006,,UR272424884,1,1004,12,453,4,D8BB26/B6T7T943ZS.2,AC21002307,,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,125,225,,4/7/2022,4/5/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4CBC08,BC08,M4C,21ALL112YEX_MM,,UR272450808,1,1004,2,421,4,SX6003ZS.0,NK422VIP3,NK422VIP3,,22WNACYGM4C,,,,,,,,,,,,,,,,,,,,,SX6003ZS.0,,,,,,,,,,,,,1,,,115,225,,4/6/2022,4/7/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4ABC08,BC08,O4A,21AC109739,,UR272448884,1,1004,20,597,4,WYFB972/WTP6741ZL.2,AC21011037,,,22WNACYGO4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,245,,4/11/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,21ALL112YFG_MM,,UR272436186,1,1004,47,628,4,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,1,,,115,215,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC07 Vera C. Oeste - PR,22WNBPEYG6L1BC07,BC07,6L1,21ALL112YFL_MM,,UR271091918,1,1004,2,25,40,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,3.0000,,,SXD3239ZL.0,57,,,,,,,,,,,,1,,,,,,,,,12,-53.97696000,-25.14626000,
,BRTR BC08 Toledo-PR,22WNACYGM4HBC08,BC08,M4H,22AC653293,,UR272448538,1,1004,40,541,4,LOYYB010/WTP6741WT.0,AC22003293,,,22WNACYGM4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,125,230,,4/10/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4ABC08,BC08,M4A,22AC653537,,UR272457326,1,1004,29,476,4,LOXXB251/WTP6741ZL.2,AC22003537,,,22WNACYGM4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,120,230,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4FBC08,BC08,M4F,22AC650545,,UR272445622,1,1004,14,557,4,ACYYE998/2AHB26ZS.0,AC22000545,,,22WNACYGM4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,130,240,,4/13/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4CBC08,BC08,X4C,21AC101193,,UR272431596,1,1004,2,389,4,B6T7T943ZS.2/LOFFB330,AC21002494,,,22WNACYGX4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,110,230,,4/7/2022,4/7/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4CBC08,BC08,O4C,22AC650025,,UR272435616,1,1004,42,605,4,ACTTF481ZL.0/1XHB39,AC22000025,,,22WNACYGO4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,110,220,,4/9/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4GBC08,BC08,O4G,21ALL11288L_MM,,UR272451112,1,1004,2,581,4,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNACYGO4G,,,,,,,,,,,,,,,,,,,,,SX5885ZS.0,,,,,,,,,,,,,1,,,115,225,,4/12/2022,4/13/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4ABC08,BC08,X4A,21ALL112XX9_MM,,UR272443888,1,1004,30,637,4,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNACYGX4A,,,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,1,,,110,220,,4/6/2022,4/6/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4DBC08,BC08,M4D,21ALL112YEX_MM,,UR272420866,1,1004,2,541,4,SX6003ZS.0,NK422VIP3,NK422VIP3,,22WNACYGM4D,,,,,,,,,,,,,,,,,,,,,SX6003ZS.0,,,,,,,,,,,,,1,,,130,235,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYG501BC08,BC08,501,21ALL112YFL_MM,,UR271228954,1,1004,21,13,4,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNACYG501,,,,,,,,,,,,,,,,,,,,,SXD3239ZL.0,60,,,,,,,,,,,,1,,,135,245,,4/6/2022,4/6/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4CBC08,BC08,O4C,22AC651366,,UR272435615,1,1005,43,608,5,LOTTE406ZL.0;LOTTE406ZL.1;LOTTE406ZL.2/8XHB78,AC22001366,,,22WNACYGO4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,230,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,21ALL112YFG_MM,,UR272436185,1,1005,47,624,5,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,1,,,110,215,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,21AC109824,,UR272424883,1,1005,12,457,5,ACXXB229/WTP6741ZL.2,AC21011122,,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,130,230,,4/12/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNBPEYG6L1BC08,BC08,6L1,21ALL112YFB_MM,,UR271090540,1,1005,2,33,5,SXC2251ZL.0,SXC2251ZL.0,SXC2251ZL.0,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,3.0000,,,SXC2251ZL.0,58,,,,,,,,,,,,1,,,120,240,59,4/10/2022,4/10/2022,59,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4CBC08,BC08,X4C,21AC101247,,UR272431595,1,1005,2,393,5,B6T7T943ZS.2/ACYXD851,AC21002548,,,22WNACYGX4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,210,,4/9/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYG501BC08,BC08,501,21ALL112YG7_MM,,UR271228953,1,1005,21,17,5,SZ6995ZS.0,NS45VIP3,NS45VIP3,,22WNACYG501,,,,,,,,,,,,,,,,,,,,,SZ6995ZS.0,59,,,,,,,,,,,,1,,,120,230,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4EBC08,BC08,M4E,22AC654003,,UR272457101,1,1005,2,457,5,ACTTC538ZL.0/ACFF9200,AC22002309,,,22WNACYGM4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,210,,4/6/2022,4/5/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4EBC08,BC08,O4E,22AC654080,,UR272454867,1,1005,20,625,5,ACTTC478ZS.0/ACYYE998,AC22003952,,,22WNACYGO4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,220,,4/10/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4DBC08,BC08,M4D,22AC650035,,UR272420865,1,1005,2,545,5,ACTTC478ZS.0/1XHB39,AC22000035,,,22WNACYGM4D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,110,225,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4HBC08,BC08,M4H,20LO000656,,UR272448537,1,1005,40,545,5,ACTTC377/8AHB80ZS.0,LO20000657,,,22WNACYGM4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,125,235,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4ABC08,BC08,O4A,21ALL112YF3_MM,,UR272448883,1,1005,20,601,5,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNACYGO4A,,,,,,,,,,,,,,,,,,,,,SX8394ZS.0,,,,,,,,,,,,,9,,,110,235,,4/9/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC07 Vera C. Oeste - PR,22WNBPEYG6L1BC07,BC07,6L1,21ALL112YFB_MM,,UR271091917,1,1005,2,33,41,SXC2251ZL.0,SXC2251ZL.0,SXC2251ZL.0,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,2.0000,,,SXC2251ZL.0,56,,,,,,,,,,,,1,,,,,,,,,12,-53.97696000,-25.14626000,
,BRTR BC08 Toledo-PR,22WNACYGO4GBC08,BC08,O4G,21ALL11288L_MM,,UR272451111,1,1005,2,585,5,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNACYGO4G,,,,,,,,,,,,,,,,,,,,,SX5885ZS.0,,,,,,,,,,,,,1,,,115,225,,4/12/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4ABC08,BC08,M4A,22AC651196,,UR272457325,1,1005,29,472,5,ACTTC221/8CEB55,AC22001196,,,22WNACYGM4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,120,230,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4CBC08,BC08,M4C,21ALL112YEX_MM,,UR272450807,1,1005,2,425,5,SX6003ZS.0,NK422VIP3,NK422VIP3,,22WNACYGM4C,,,,,,,,,,,,,,,,,,,,,SX6003ZS.0,,,,,,,,,,,,,5,,,105,225,,4/7/2022,4/6/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4FBC08,BC08,M4F,22AC653562,,UR272445621,1,1005,14,561,5,LOXXB291/WTP6741ZL.2,AC22003562,,,22WNACYGM4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,130,225,,4/10/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4ABC08,BC08,X4A,22AC652753,,UR272443887,1,1005,30,641,5,8AHB69/B7T1C128ZS.1/BUTT831ZS.1,AC22002753,,,22WNACYGX4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,110,200,,4/10/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4CBC08,BC08,M4C,21ALL112XX7_MM,,UR272450806,1,1006,2,429,6,DKB265PRO3,DKB265PRO3,DKB265PRO3,,22WNACYGM4C,,,,,,,,,,,,,,,,,,,,,DKB265PRO3,,,,,,,,,,,,,1,,,105,205,,4/5/2022,4/5/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4ABC08,BC08,O4A,21ALL112YEX_MM,,UR272448882,1,1006,20,605,6,SX6003ZS.0,NK422VIP3,NK422VIP3,,22WNACYGO4A,,,,,,,,,,,,,,,,,,,,,SX6003ZS.0,,,,,,,,,,,,,5,,,110,225,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,22AC651226,,UR272436184,1,1006,47,620,6,LOTTD246ZL.0;LOTTD246ZL.2;LOTTD246ZL.3/8CEB55,AC22001226,,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,215,,4/10/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC07 Vera C. Oeste - PR,22WNBPEYG6L1BC07,BC07,6L1,21ALL112YFA_MM,,UR271091916,1,1006,2,41,42,SXC2251TG.0,SXC2251TG.0,SXC2251TG.0,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,1.0000,,,SXC2251TG.0,59,,,,,,,,,,,,1,,,,,,,,,12,-53.97696000,-25.14626000,
,BRTR BC08 Toledo-PR,22WNBPEYG6L1BC08,BC08,6L1,21ALL112YFA_MM,,UR271090539,1,1006,2,41,6,SXC2251TG.0,SXC2251TG.0,SXC2251TG.0,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,1.0000,,,SXC2251TG.0,57,,,,,,,,,,,,1,,,120,230,59,4/10/2022,4/10/2022,59,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4FBC08,BC08,M4F,21ALL112XXK_MM,,UR272445620,1,1006,14,565,6,MG580PWU,MG580PWU,MG580PWU,,22WNACYGM4F,,,,,,,,,,,,,,,,,,,,,MG580PWU,,,,,,,,,,,,,1,,,115,225,,4/9/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4EBC08,BC08,O4E,21ALL112XX7_MM,,UR272454866,1,1006,20,629,6,DKB265PRO3,DKB265PRO3,DKB265PRO3,,22WNACYGO4E,,,,,,,,,,,,,,,,,,,,,DKB265PRO3,,,,,,,,,,,,,1,,,105,205,,4/6/2022,4/6/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4DBC08,BC08,M4D,21ALL112YEX_MM,,UR272420864,1,1006,2,549,6,SX6003ZS.0,NK422VIP3,NK422VIP3,,22WNACYGM4D,,,,,,,,,,,,,,,,,,,,,SX6003ZS.0,,,,,,,,,,,,,1,,,120,230,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4ABC08,BC08,X4A,21AC100025,,UR272443886,1,1006,30,645,6,8AHB80ZS.0/D2BB51,AC21001270,,,22WNACYGX4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,130,245,,4/10/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,21ALL112XX6_MM,,UR272424882,1,1006,12,461,6,DKB255PRO3,DKB255PRO3,DKB255PRO3,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,DKB255PRO3,,,,,,,,,,,,,1,,,115,215,,4/6/2022,4/5/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4GBC08,BC08,O4G,21ALL112XX6_MM,,UR272451110,1,1006,2,589,6,DKB255PRO3,DKB255PRO3,DKB255PRO3,,22WNACYGO4G,,,,,,,,,,,,,,,,,,,,,DKB255PRO3,,,,,,,,,,,,,1,,,115,235,,4/6/2022,4/5/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4HBC08,BC08,M4H,22AC652647,,UR272448536,1,1006,40,549,6,B6Y7Y391/B6T7T943ZS.2,AC22002647,,,22WNACYGM4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,225,,4/9/2022,4/8/2022,,12,-53.78812800,-24.66647000,
