#,PSS:EXT:LOC:LOCNM,PSS:EXT:EXTID,PSS:EXT:LOC:LOCCD,PSS:EXT:EXTNO,PSS:EEXT:MAT:MATID,PSS:PLOT:BARCD,PSS:BARCD,PSS:REPNO,PSS:PLTID,PSS:STRNG,PSS:STROW,PSS:MSEQNO,PSS:EEXT:MAT:ABBRC,PSS:EEXT:MAT:HGHNM,PSS:EEXT:MAT:VH:VHNM,PSS:EEXT:MAT:GHTV,PSS:EXT:EXP:EXTID,PSS:DLLFR,PSS:SCLBR,PSS:GRLSR,PSS:SRSTR,PSS:ANLBR,PSS:CRSTR,PSS:HELMR,PSS:LFSPR,PSS:STRIP,PSS:STRSR,PSS:EARTR,PSS:HEL1R,PSS:HEL2R,PSS:HEL3R,PSS:FEARN,PSS:FLISP,PSS:VIRUR,PSS:COSTR,PSS:PRMDN,PSS:PRMDP,PSS:EEXT:MAT:VH:VHNO,PSS:STD_N,PSS:BRRNN,PSS:YGSMN,PSS:YGMRN,PSS:rGWTPN,PSS:TWHMN,PSS:BRRNP,PSS:GWTPN,PSS:GMSTP,PSS:YGHMN,PSS:rGMSTP,PSS:TWSMN,PSS:PLTQR,PSS:tGWTPN,PSS:tGMSTP,PSS:ERHTN,PSS:PLHTN,PSS:SLK5N,PSS:POL5D,PSS:SLK5D,PSS:POL5N,PSS:EXT:LOC:GEODV,PSS:EXT:LOC:LONG,PSS:EXT:LOC:LAT,PSS:EXT:EXP:REMRK
,BRTR BC44 Ventania-PR,22WNBPEYG6L1BC44,BC44,6L1,21ALL112YG2_MM,,UR271095657,2,2039,15,9,86,SYC7441ZL.0,SYC7441ZL.0,SYC7441ZL.0,,22WNBPEYG6L1,,,,,,,2,5,,,,,,,,,,1.0000,,,SYC7441ZL.0,,,,,,,,,,,,,,,,,,,,,,12,-50.17738630,-24.38310240,
,BRTR BC33 Itaporã-MS,22WNJDYGVTSBC33,BC33,VTS,21ALL11288L_MM,,UR272463695,2,2039,86,113,147,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNJDYGVTS,,,,,,,,,,,,,,,,,,,,,SX5885ZS.0,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC33 Itaporã-MS,22WNBPEYG6L1BC33,BC33,6L1,21ALL11288L_MM,,UR271093056,2,2039,13,57,86,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,7.0000,,,SX5885ZS.0,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC48 Dois vizinhos-PR,22WNBPEYG6L1BC48,BC48,6L1,21ALL11288L_MM,,UR271089843,2,2039,8,57,86,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNBPEYG6L1,,,,,,,3,,,,,,,,,,,7.0000,,,SX5885ZS.0,,0,,,,,,,,,,,1,,,,,,,,,12,-53.14365570,-25.81714600,
,BRTR BC49 Pato Branco-PR,22WNBPEYG6L1BC49,BC49,6L1,21ALL11288L_MM,,UR271094586,2,2039,16,8,98,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,,,,SX5885ZS.0,,,,,,,,,,,,,1,,,,,,,,,12,-52.64136030,-26.17437550,
,BRTR BC47 N. Prata Iguaçu-PR,22WNBPEYG6L1BC47,BC47,6L1,21ALL11288L_MM,,UR271093668,2,2039,8,8,239,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,7.0000,,,SX5885ZS.0,,,,,,,,,,,,,1,,,,,,,,,12,-53.37858370,-25.63575200,
,BRTR BC38 Rio Brilhante-MS,22WNBPEYG6L1BC38,BC38,6L1,21ALL112XXL_MM,,UR271089078,2,2039,12,40,86,MG593PWU,MG593PWU,MG593PWU,,22WNBPEYG6L1,,,,,,,2,1,,,,,,,,,,1.0000,,,MG593PWU,50,,,,,,,,,,,,1,,,,,,,,,12,-54.59348000,-21.77285000,
,BRTR BC38 Rio Brilhante-MS,22WNACYG501BC38,BC38,501,22AC653829,,UR271226318,2,2040,30,60,144,ACYYE978/WTP6741ZL.2,SXC1331ZL.0 WTP6741ZL.2/ACYYE978,SXC1331ZL.0 WTP6741ZL.2/ACYYE978,,22WNACYG501,,,,,,,2,2,,,,,,,,,,1.0000,,,SXC1331ZL.0,61,,,,,,,,,,,,1,,,,,,,,,12,-54.59348000,-21.77285000,
,BRTR BC14 Ubirata-PR,22WNACYG501BC14,BC14,501,21ALL112YFT_MM,,UR271229854,2,2040,6,277,144,SYB7361ZL.0,SYB7361ZL.0,SYB7361ZL.0,,22WNACYG501,,,,,,,2,2,,,,,,,,,,3.0000,,,SYB7361ZL.0,50,,,,,,,,,,,,1,,,,,,,,,12,-53.01481000,-24.46203000,
,BRTR BC14 Ubirata-PR,22WNBPEYG6L1BC14,BC14,6L1,21ALL112XXS_MM,,UR271094126,2,2040,7,160,240,P3707VYH,P3707VYH,P3707VYH,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,3.0000,,,P3707VYH PI,63,,,,,,,,,,,,1,,,,,,,,,12,-53.01481000,-24.46203000,
,BRTR BC31 Astorga-PR,22WNBPEYG6L1BC31,BC31,6L1,21ALL112YEW_MM,,UR271090760,2,2040,15,65,13,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,7.0000,,,SX5885ZS.0,49,,,,,,,,,,,,1,,,,,,,,,12,-51.68371000,-23.25147000,
,BRTR BC02 Santa Helena-PR,22WNBPEYG6L1BC02,BC02,6L1,21ALL112XXQ_MM,,UR271093361,2,2040,8,48,327,P3282VYH,P3282VYH,P3282VYH,,22WNBPEYG6L1,,,,,,,,1,,,,,,,,,,,,,P3282VYH,59,0,,,,,,,,,,,1,,,,,,,,,12,-54.37937300,-24.93076300,
,BRTR BC06 Cascavel-PR,22WNBPEYG6L1BC06,BC06,6L1,21ALL112YFP_MM,,UR271095809,2,2040,24,64,87,SXF258WT.0,NS95VIP2,NS95VIP2,,22WNBPEYG6L1,1.0000,,,,,,1,2,,,,,,,,,,1.0000,,,SXF258WT.0,61,0,,,,,,,,,,,1,,,,,,,,,12,-53.60597600,-25.00692000,
,BRTR BC01 Stª T. Itaipu-PR,22WNBPEYG6L1BC01,BC01,6L1,21ALL112YFA_MM,,UR271092749,2,2040,12,16,21,SXC2251TG.0,SXC2251TG.0,SXC2251TG.0,,22WNBPEYG6L1,,,,,,,,1,,,,,,,,,,1.0000,,,SXC2251TG.0,57,,,,,,,,,,,,5,,,,,,,,,12,-54.47528800,-25.41016500,
,BRTR BC06 Cascavel-PR,22WNACYG501BC06,BC06,501,21ALL11288L_MM,,UR271226110,2,2040,10,4,144,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNACYG501,1.0000,,,,,,2,2,,,,,,,,,,1.0000,,,SX5885ZS.0,60,,,,,,,,,,,,1,,,,,,,,,12,-53.60597600,-25.00692000,
,BRTR BC31 Astorga-PR,22WNACYG501BC31,BC31,501,22AC651247,,UR271230894,2,2040,10,4,144,LOTTD256ZL.0/8XHB78,SXD2712ZL.0 LOTTD256ZL.0/8XHB78,SXD2712ZL.0 LOTTD256ZL.0/8XHB78,,22WNACYG501,,,,,,,,,,,,,,,,,,2.0000,,,SXD2712ZL.0,,,,,,,,,,,,,1,,,,,,,,,12,-51.68371000,-23.25147000,
,BRTR BC01 Stª T. Itaipu-PR,22WNACYG501BC01,BC01,501,21ALL112YFT_MM,,UR271232766,2,2040,8,52,144,SYB7361ZL.0,SYB7361ZL.0,SYB7361ZL.0,,22WNACYG501,,,,,,,,1,,,,,,,,,,1.0000,,,SYB7361ZL.0,53,,,,,,,,,,,,5,,,,,,,,,12,-54.47528800,-25.41016500,
,BRTR BC04 Corbélia- PR,22WNACYG501BC04,BC04,501,20AC021431,,UR271227150,2,2040,7,93,352,ACYFB838/B6T7T943ZS.2,SXC1492ZL.0 B6T7T943ZS.2/ACYFB838,SXC1492ZL.0 B6T7T943ZS.2/ACYFB838,,22WNACYG501,,,,,,,,,,,,,,,,,,3.0000,,,SXC1492ZL.0,,,,,,,,,,,,,1,,,,,,,,,12,-53.46601000,-24.82537000,
,BRTR BC02 Santa Helena-PR,22WNACYG501BC02,BC02,501,22AC653853,,UR271229646,2,2040,5,61,560,8AHB18/WTP6741ZL.2,SXC1512ZL.0 WTP6741ZL.2/8AHB18,SXC1512ZL.0 WTP6741ZL.2/8AHB18,,22WNACYG501,,,,,,,,2,,,,,,,,,,,,,SXC1512ZL.0,,,,,,,,,,,,,1,,,,,,,,,12,-54.37937300,-24.93076300,
,BRTR BC22 S.Seb.Amoreira-PR,22WNBPEYG6L1BC22,BC22,6L1,21ALL112YG9_MM,,UR271095503,2,2040,19,17,87,SZD5031ZL.0,SZD5031ZL.0,SZD5031ZL.0,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,,,,SZD5031ZL.0,59,0,,,,,,,,,,,1,,,,,,,,,12,-50.76517000,-23.43976000,
,BRTR BC33 Itaporã-MS,22WNACYG501BC33,BC33,501,22AC653827,,UR271230686,2,2040,33,53,144,WYXC202/WTP6741ZL.2,SXC2402ZL.0,SXC2402ZL.0,,22WNACYG501,,,,,,,,,,,,,,,,,,1.0000,,,SXC2402ZL.0,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC49 Pato Branco-PR,22WNBPEYG6L1BC49,BC49,6L1,21ALL112YFB_MM,,UR271094585,2,2040,4,16,13,SXC2251ZL.0,SXC2251ZL.0,SXC2251ZL.0,,22WNBPEYG6L1,,,,,,,2,2,,,,,,,,,,1.0000,,,SXC2251ZL.0,,,,,,,,,,,,,1,,,,,,,,,12,-52.64136030,-26.17437550,
,BRTR BC38 Rio Brilhante-MS,22WNBPEYG6L1BC38,BC38,6L1,21ALL112YEN_MM,,UR271089077,2,2040,12,32,87,SYN7205ZS.0,STATUSVIP3,STATUSVIP3,,22WNBPEYG6L1,,,,,,,,2,,,,,,,,,,1.0000,,,NB7205ZS.0,61,,,,,,,,,,,,1,,,,,,,,,12,-54.59348000,-21.77285000,
,BRTR BC33 Itaporã-MS,22WNBPEYG6L1BC33,BC33,6L1,21ALL112YEN_MM,,UR271093055,2,2040,14,64,87,SYN7205ZS.0,STATUSVIP3,STATUSVIP3,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,1.0000,,,NB7205ZS.0,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC33 Itaporã-MS,22WNJDYGVTSBC33,BC33,VTS,21ALL11288L_MM,,UR272463694,2,2040,86,117,148,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNJDYGVTS,,,,,,,,,,,,,,,,,,,,,SX5885ZS.0,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC44 Ventania-PR,22WNBPEYG6L1BC44,BC44,6L1,21ALL112YG9_MM,,UR271095656,2,2040,15,17,87,SZD5031ZL.0,SZD5031ZL.0,SZD5031ZL.0,,22WNBPEYG6L1,,,,,,,3,3,,,,,,,,,,1.0000,,,SZD5031ZL.0,,,,,,,,,,,,,,,,,,,,,,12,-50.17738630,-24.38310240,
,BRTR BC48 Dois vizinhos-PR,22WNBPEYG6L1BC48,BC48,6L1,21ALL11288Q_MM,,UR271089842,2,2040,8,65,87,DEFENDERZS.1,DEFENDERVIP3,DEFENDERVIP3,,22WNBPEYG6L1,,,,,,,2,,,,,,,,,,,2.0000,,,SYN7G17ZS.1,,0,,,,,,,,,,,1,,,,,,,,,12,-53.14365570,-25.81714600,
,BRTR BC47 N. Prata Iguaçu-PR,22WNBPEYG6L1BC47,BC47,6L1,21ALL112YFC_MM,,UR271093667,2,2040,9,1,240,SXC2320VIP3,NK503VIP3,NK503VIP3,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,4.0000,,,SXC2320ZS.0,,,,,,,,,,,,,1,,,,,,,,,12,-53.37858370,-25.63575200,
,BRTR BC04 Corbélia- PR,22WNBPEYG6L1BC04,BC04,6L1,21ALL112XX1_MM,,UR271091525,2,2040,11,33,166,B2401PWU,B2401PWU,B2401PWU,,22WNBPEYG6L1,,,,,,,2,,,,,,,,,,,1.0000,,,B2401PWU,61,,,,,,,,,,,,1,,,,,,,,,12,-53.46601000,-24.82537000,
,BRTR BC02 Santa Helena-PR,22WNACYG501BC02,BC02,501,22AC653826,,UR271229645,2,2041,5,65,561,WYF6150/WTP6741ZL.2,SXC2611ZL.0 WTP6741ZL.2/WYF6150,SXC2611ZL.0 WTP6741ZL.2/WYF6150,,22WNACYG501,,,,,,,,2,,,,,,,,,,,,,SXC2611ZL.0,,,,,,,,,,,,,5,,,,,,,,,12,-54.37937300,-24.93076300,
,BRTR BC06 Cascavel-PR,22WNACYG501BC06,BC06,501,21ALL112YEN_MM,,UR271226109,2,2041,11,1,145,SYN7205ZS.0,STATUSVIP3,STATUSVIP3,,22WNACYG501,1.0000,,,,,,2,2,,,,,,,,,,1.0000,,,NB7205ZS.0,58,,,,,,,,,,,,1,,,,,,,,,12,-53.60597600,-25.00692000,
,BRTR BC22 S.Seb.Amoreira-PR,22WNBPEYG6L1BC22,BC22,6L1,21ALL112YG8_MM,,UR271095502,2,2041,19,25,88,SZC4141ZL.0,SZC4141ZL.0,SZC4141ZL.0,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,,,,SZC4141ZL.0,58,0,,,,,,,,,,,1,,,,,,,,,12,-50.76517000,-23.43976000,
,BRTR BC02 Santa Helena-PR,22WNBPEYG6L1BC02,BC02,6L1,21ALL112YEX_MM,,UR271093360,2,2041,8,40,328,SX6003ZS.0,NK422VIP3,NK422VIP3,,22WNBPEYG6L1,,,,,,,,3,,,,,,,,,,,,,SX6003ZS.0,57,2,,,,,,,,,,,1,,,,,,,,,12,-54.37937300,-24.93076300,
,BRTR BC01 Stª T. Itaipu-PR,22WNACYG501BC01,BC01,501,21ALL112YFH_MM,,UR271232765,2,2041,8,48,145,SXD228ZS.0,NK520VIP3,NK520VIP3,,22WNACYG501,,,,,,,,1,,,,,,,,,,2.0000,,,SXD228ZS.0,56,,,,,,,,,,,,1,,,,,,,,,12,-54.47528800,-25.41016500,
,BRTR BC31 Astorga-PR,22WNACYG501BC31,BC31,501,21ALL112YFT_MM,,UR271230893,2,2041,11,1,145,SYB7361ZL.0,SYB7361ZL.0,SYB7361ZL.0,,22WNACYG501,,,,,,,,,,,,,,,,,,2.0000,,,SYB7361ZL.0,,,,,,,,,,,,,1,,,,,,,,,12,-51.68371000,-23.25147000,
,BRTR BC31 Astorga-PR,22WNBPEYG6L1BC31,BC31,6L1,21ALL112XXK_MM,,UR271090759,2,2041,16,72,14,MG580PWU,MG580PWU,MG580PWU,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,2.0000,,,MG580PWU,51,,,,,,,,,,,,1,,,,,,,,,12,-51.68371000,-23.25147000,
,BRTR BC04 Corbélia- PR,22WNACYG501BC04,BC04,501,22AC500002,,UR271227149,2,2041,7,97,353,8AHB79ZS.0/ACIJ7006,SXB1562ZL.0 8AHB79ZS.0/ACIJ7006,SXB1562ZL.0 8AHB79ZS.0/ACIJ7006,,22WNACYG501,,,,,,,,,,,,,,,,,,3.0000,,,SXB1562ZL.0,,,,,,,,,,,,,5,,,,,,,,,12,-53.46601000,-24.82537000,
,BRTR BC14 Ubirata-PR,22WNBPEYG6L1BC14,BC14,6L1,21ALL112XX6_MM,,UR271094125,2,2041,7,152,241,DKB255PRO3,DKB255PRO3,DKB255PRO3,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,2.0000,,,DKB255PRO3,61,,,,,,,,,,,,1,,,,,,,,,12,-53.01481000,-24.46203000,
,BRTR BC01 Stª T. Itaipu-PR,22WNBPEYG6L1BC01,BC01,6L1,21ALL112XX7_MM,,UR271092748,2,2041,12,8,22,DKB265PRO3,DKB265PRO3,DKB265PRO3,,22WNBPEYG6L1,,,,,,,,1,,,,,,,,,,2.0000,,,DKB265PRO3,55,,,,,,,,,,,,5,,,,,,,,,12,-54.47528800,-25.41016500,
,BRTR BC33 Itaporã-MS,22WNACYG501BC33,BC33,501,22AC653850,,UR271230685,2,2041,33,57,145,LOFYD680/WTP6741ZL.2,SXC2732ZL.0 WTP6741ZL.2/LOFYD680,SXC2732ZL.0 WTP6741ZL.2/LOFYD680,,22WNACYG501,,,,,,,,,,,,,,,,,,3.0000,,,SXC2732ZL.0,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC06 Cascavel-PR,22WNBPEYG6L1BC06,BC06,6L1,21ALL112XXJ_MM,,UR271095808,2,2041,24,56,88,MG545PWU,MG545PWU,MG545PWU,,22WNBPEYG6L1,1.0000,,,,,,2,2,,,,,,,,,,1.0000,,,MG545PWU,56,0,,,,,,,,,,,1,,,,,,,,,12,-53.60597600,-25.00692000,
,BRTR BC38 Rio Brilhante-MS,22WNACYG501BC38,BC38,501,22AC653826,,UR271226317,2,2041,30,56,145,WYF6150/WTP6741ZL.2,SXC2611ZL.0 WTP6741ZL.2/WYF6150,SXC2611ZL.0 WTP6741ZL.2/WYF6150,,22WNACYG501,,,,,,,2,2,,,,,,,,,,3.0000,,,SXC2611ZL.0,64,,,,,,,,,,,,1,,,,,,,,,12,-54.59348000,-21.77285000,
,BRTR BC14 Ubirata-PR,22WNACYG501BC14,BC14,501,21ALL112XXI_MM,,UR271229853,2,2041,6,281,145,MG408PWU,MG408PWU,MG408PWU,,22WNACYG501,,,,,,,2,2,,,,,,,,,,1.0000,,,MG408PWU,52,,,,,,,,,,,,1,,,,,,,,,12,-53.01481000,-24.46203000,
,BRTR BC04 Corbélia- PR,22WNBPEYG6L1BC04,BC04,6L1,21ALL112YEX_MM,,UR271091524,2,2041,11,41,167,SX6003ZS.0,NK422VIP3,NK422VIP3,,22WNBPEYG6L1,,,,,,,2,,,,,,,,,,,4.0000,,,SX6003ZS.0,57,,,,,,,,,,,,1,,,,,,,,,12,-53.46601000,-24.82537000,
,BRTR BC44 Ventania-PR,22WNBPEYG6L1BC44,BC44,6L1,21ALL11288L_MM,,UR271095655,2,2041,15,25,88,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNBPEYG6L1,,,,,,,2,4,,,,,,,,,,3.0000,,,SX5885ZS.0,,,,,,,,,,,,,,,,,,,,,,12,-50.17738630,-24.38310240,
,BRTR BC49 Pato Branco-PR,22WNBPEYG6L1BC49,BC49,6L1,21ALL112XXI_MM,,UR271094584,2,2041,4,8,14,MG408PWU,MG408PWU,MG408PWU,,22WNBPEYG6L1,,,,,,,2,2,,,,,,,,,,2.0000,,,MG408PWU,,,,,,,,,,,,,1,,,,,,,,,12,-52.64136030,-26.17437550,
,BRTR BC47 N. Prata Iguaçu-PR,22WNBPEYG6L1BC47,BC47,6L1,21ALL112XWP_MM,,UR271093666,2,2041,9,9,241,AG8480PRO3,AG8480PRO3,AG8480PRO3,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,5.0000,,,AG8480PRO3,,,,,,,,,,,,,1,,,,,,,,,12,-53.37858370,-25.63575200,
,BRTR BC33 Itaporã-MS,22WNJDYGVTSBC33,BC33,VTS,21ALL11288L_MM,,UR272463693,2,2041,87,120,149,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNJDYGVTS,,,,,,,,,,,,,,,,,,,,,SX5885ZS.0,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC38 Rio Brilhante-MS,22WNBPEYG6L1BC38,BC38,6L1,21ALL112YFI_MM,,UR271089076,2,2041,12,24,88,SXD2621WT.0,SXD2621WT.0,SXD2621WT.0,,22WNBPEYG6L1,,,,,,,,1,,,,,,,,,,1.0000,,,SXD2621WT.0,59,,,,,,,,,,,,5,,,,,,,,,12,-54.59348000,-21.77285000,
,BRTR BC48 Dois vizinhos-PR,22WNBPEYG6L1BC48,BC48,6L1,21ALL112YFC_MM,,UR271089841,2,2041,8,73,88,SXC2320VIP3,NK503VIP3,NK503VIP3,,22WNBPEYG6L1,,,,,,,2,,,,,,,,,,,2.0000,,,SXC2320ZS.0,,0,,,,,,,,,,,1,,,,,,,,,12,-53.14365570,-25.81714600,
,BRTR BC33 Itaporã-MS,22WNBPEYG6L1BC33,BC33,6L1,21ALL112YF8_MM,,UR271093054,2,2041,14,56,88,SXC1641ZL.0,SXC1641ZL.0 WTP6741ZL.2/D8EB94,SXC1641ZL.0 WTP6741ZL.2/D8EB94,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,1.0000,,,SXC1641ZL.0,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC06 Cascavel-PR,22WNBPEYG6L1BC06,BC06,6L1,21ALL112YEK_MM,,UR271095807,2,2042,24,48,89,SZE5130,SZE5130,SZE5130,,22WNBPEYG6L1,2.0000,,,,,,1,1,,,,,,,,,,1.0000,,,SZE5130,60,1,,,,,,,,,,,1,,,,,,,,,12,-53.60597600,-25.00692000,
,BRTR BC01 Stª T. Itaipu-PR,22WNACYG501BC01,BC01,501,21ALL112YFV_MM,,UR271232764,2,2042,8,44,146,SYC7131ZL.0,SYC7131ZL.0,SYC7131ZL.0,,22WNACYG501,,,,,,,,1,,,,,,,,,,1.0000,,,SYC7131ZL.0,56,,,,,,,,,,,,1,,,,,,,,,12,-54.47528800,-25.41016500,
,BRTR BC01 Stª T. Itaipu-PR,22WNBPEYG6L1BC01,BC01,6L1,21ALL112XX1_MM,,UR271092747,2,2042,13,1,23,B2401PWU,B2401PWU,B2401PWU,,22WNBPEYG6L1,,,,,,,,2,,,,,,,,,,1.0000,,,B2401PWU,56,,,,,,,,,,,,1,,,,,,,,,12,-54.47528800,-25.41016500,
,BRTR BC14 Ubirata-PR,22WNBPEYG6L1BC14,BC14,6L1,20ALL112NDE_MM,,UR271094124,2,2042,7,144,242,FORMULAWT.0,FORMULAVIP2,FORMULAVIP2,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,6.0000,,,FORMULAWT.0,59,,,,,,,,,,,,5,,,,,,,,,12,-53.01481000,-24.46203000,
,BRTR BC22 S.Seb.Amoreira-PR,22WNBPEYG6L1BC22,BC22,6L1,21ALL112YF9_MM,,UR271095501,2,2042,19,33,89,SXC2241ZL.0,SXC2241ZL.0,SXC2241ZL.0,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,,,,SXC2241ZL.0,64,0,,,,,,,,,,,1,,,,,,,,,12,-50.76517000,-23.43976000,
,BRTR BC38 Rio Brilhante-MS,22WNACYG501BC38,BC38,501,21ALL11288L_MM,,UR271226316,2,2042,30,52,146,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNACYG501,,,,,,,2,2,,,,,,,,,,3.0000,,,SX5885ZS.0,61,,,,,,,,,,,,1,,,,,,,,,12,-54.59348000,-21.77285000,
,BRTR BC33 Itaporã-MS,22WNACYG501BC33,BC33,501,21ALL112YFC_MM,,UR271230684,2,2042,33,61,146,SXC2320VIP3,NK503VIP3,NK503VIP3,,22WNACYG501,,,,,,,,,,,,,,,,,,1.0000,,,SXC2320ZS.0,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC31 Astorga-PR,22WNBPEYG6L1BC31,BC31,6L1,21ALL112XX7_MM,,UR271090758,2,2042,16,64,15,DKB265PRO3,DKB265PRO3,DKB265PRO3,,22WNBPEYG6L1,,,,,,,,2,,,,,,,,,,2.0000,,,DKB265PRO3,50,,,,,,,,,,,,1,,,,,,,,,12,-51.68371000,-23.25147000,
,BRTR BC14 Ubirata-PR,22WNACYG501BC14,BC14,501,21ALL112XXK_MM,,UR271229852,2,2042,6,285,146,MG580PWU,MG580PWU,MG580PWU,,22WNACYG501,,,,,,,2,2,,,,,,,,,,4.0000,,,MG580PWU,51,,,,,,,,,,,,1,,,,,,,,,12,-53.01481000,-24.46203000,
,BRTR BC06 Cascavel-PR,22WNACYG501BC06,BC06,501,21ALL112XXQ_MM,,UR271226108,2,2042,11,5,146,P3282VYH,P3282VYH,P3282VYH,,22WNACYG501,1.0000,,,,,,2,2,,,,,,,,,,1.0000,,,P3282VYH,59,,,,,,,,,,,,1,,,,,,,,,12,-53.60597600,-25.00692000,
,BRTR BC02 Santa Helena-PR,22WNACYG501BC02,BC02,501,22AC653834,,UR271229644,2,2042,5,69,562,ZYFG365/WTP6741ZL.2,SXD2002ZL.0,SXD2002ZL.0,,22WNACYG501,,,,,,,,2,,,,,,,,,,,,,SXD2002ZL.0,,,,,,,,,,,,,5,,,,,,,,,12,-54.37937300,-24.93076300,
,BRTR BC02 Santa Helena-PR,22WNBPEYG6L1BC02,BC02,6L1,21ALL112XX7_MM,,UR271093359,2,2042,8,32,329,DKB265PRO3,DKB265PRO3,DKB265PRO3,,22WNBPEYG6L1,,,,,,,,4,,,,,,,,,,,,,DKB265PRO3,59,0,,,,,,,,,,,1,,,,,,,,,12,-54.37937300,-24.93076300,
,BRTR BC31 Astorga-PR,22WNACYG501BC31,BC31,501,22AC653832,,UR271230892,2,2042,11,5,146,8CEB54/WTP6741ZL.2,SXC1931ZL.0,SXC1931ZL.0,,22WNACYG501,,,,,,,,2,,,,,,,,,,2.0000,,,SXC1931ZL.0,,,,,,,,,,,,,1,,,,,,,,,12,-51.68371000,-23.25147000,
,BRTR BC04 Corbélia- PR,22WNACYG501BC04,BC04,501,22AC653852,,UR271227148,2,2042,7,101,354,8AHB14/WTP6741ZL.2,SXD2782ZL.0 WTP6741ZL.2/8AHB14,SXD2782ZL.0 WTP6741ZL.2/8AHB14,,22WNACYG501,,,,,,,,,,,,,,,,,,2.0000,,,SXD2782ZL.0,,,,,,,,,,,,,1,,,,,,,,,12,-53.46601000,-24.82537000,
,BRTR BC38 Rio Brilhante-MS,22WNBPEYG6L1BC38,BC38,6L1,21ALL112YGB_MM,,UR271089075,2,2042,12,16,89,SZE6111TG.0,SZE6111TG.0,SZE6111TG.0,,22WNBPEYG6L1,,,,,,,,1,,,,,,,,,,1.0000,,,SZE6111TG.0,55,,,,,,,,,,,,1,,,,,,,,,12,-54.59348000,-21.77285000,
,BRTR BC33 Itaporã-MS,22WNJDYGVTSBC33,BC33,VTS,21ALL11288L_MM,,UR272463692,2,2042,87,116,150,SX5885ZS.0,NK488VIP3,NK488VIP3,,22WNJDYGVTS,,,,,,,,,,,,,,,,,,,,,SX5885ZS.0,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
,BRTR BC44 Ventania-PR,22WNBPEYG6L1BC44,BC44,6L1,21ALL112YF2_MM,,UR271095654,2,2042,15,33,89,SX7331ZS.2,SUPREMOVIP3,SUPREMOVIP3,,22WNBPEYG6L1,,,,,,,4,6,,,,,,,,,,2.0000,,,SX7331ZS.2,,,,,,,,,,,,,,,,,,,,,,12,-50.17738630,-24.38310240,
,BRTR BC04 Corbélia- PR,22WNBPEYG6L1BC04,BC04,6L1,21ALL112YFB_MM,,UR271091523,2,2042,11,49,168,SXC2251ZL.0,SXC2251ZL.0,SXC2251ZL.0,,22WNBPEYG6L1,,,,,,,2,,,,,,,,,,,1.0000,,,SXC2251ZL.0,61,,,,,,,,,,,,1,,,,,,,,,12,-53.46601000,-24.82537000,
,BRTR BC33 Itaporã-MS,22WNBPEYG6L1BC33,BC33,6L1,21ALL112YFI_MM,,UR271093053,2,2042,14,48,89,SXD2621WT.0,SXD2621WT.0,SXD2621WT.0,,22WNBPEYG6L1,,,,,,,,,,,,,,,,,,2.0000,,,SXD2621WT.0,,,,,,,,,,,,,,,,,,,,,,12,-54.72374000,-22.03341000,
